Day,Time,Magnitude,Latitude,Longitude,Depth
515,14:36:12,3.7,45.28,124.72,12.0
517,9:3:17,4.9,22.77,121.34,9.0
517,13:0:41,3.6,45.23,124.64,7.0
519,1:43:26,4.1,23.93,121.53,16.0
519,10:1:10,4.3,23.9,121.02,18.0
519,13:46:0,4.9,27.06,96.89,7.0
523,22:50:58,3.8,37.48,75.81,7.0
524,2:15:50,4.9,35.92,78.44,7.0
524,22:7:27,4.2,41.65,82.73,7.0
528,12:53:47,4.3,26.58,92.74,5.0
528,23:42:6,4.3,23.95,121.74,8.0
529,4:52:29,4.6,23.96,121.7,11.0
530,7:8:27,6.4,-2.02,98.54,10.0
533,4:53:54,4.1,24.63,121.85,79.0
534,11:12:13,4.5,38.87,94.93,15.0
534,17:46:26,5.0,14.82,119.82,20.0
534,23:7:33,3.8,27.36,88.58,8.0
536,7:45:2,4.2,35.9,78.44,12.0
536,13:4:13,3.9,38.37,73.72,127.0
539,5:13:31,6.2,-17.75,168.15,30.0
540,16:38:17,3.6,39.52,76.94,24.0
546,8:42:18,4.0,32.17,104.57,18.0
546,22:51:27,3.5,25.2,97.79,7.0
549,4:45:43,5.9,47.0,144.85,390.0
549,9:55:10,3.6,29.6,117.62,5.0
549,15:26:10,4.3,23.46,120.44,15.0
550,12:25:54,4.8,14.02,120.64,130.0
550,17:20:55,4.3,23.18,120.92,6.0
553,9:40:3,5.9,51.41,157.95,50.0
553,13:19:45,3.6,30.36,103.28,23.0
554,11:14:27,3.7,31.78,83.82,7.0
555,5:33:47,5.9,-30.63,-178.01,20.0
557,8:35:41,3.6,32.14,115.43,9.0
560,3:46:47,5.2,38.37,73.53,120.0
560,9:21:37,3.6,36.22,106.08,9.0
560,17:46:47,6.3,-18.93,169.02,170.0
561,2:38:38,4.7,22.96,121.25,4.0
564,15:2:53,6.0,-11.7,166.35,40.0
566,21:31:53,5.5,17.91,-97.75,50.0
566,22:16:28,6.0,54.54,-161.01,30.0
567,2:30:32,6.0,-6.17,148.67,40.0
567,9:39:16,4.6,21.06,121.55,50.0
568,8:40:35,4.0,35.09,80.99,7.0
569,8:44:13,3.7,33.12,102.34,15.0
569,13:7:5,5.4,27.88,54.88,20.0
569,18:7:27,5.7,34.62,46.18,20.0
570,4:39:17,5.5,30.34,57.53,20.0
570,6:43:49,3.6,29.55,104.54,13.0
570,7:2:3,4.2,29.55,104.55,14.0
576,1:7:23,6.0,-7.18,122.72,580.0
576,6:47:36,6.5,-8.3,116.55,10.0
578,16:42:20,5.3,37.19,141.31,20.0
579,23:46:23,4.2,30.33,87.72,8.0
580,21:38:18,4.4,23.67,120.67,18.0
581,5:18:0,3.9,47.54,89.55,6.0
581,9:34:20,5.1,34.9,92.33,10.0
582,3:41:19,3.6,40.12,104.6,10.0
582,12:4:12,5.2,35.19,81.11,10.0
582,22:56:43,3.7,27.93,101.35,12.0
583,19:46:34,6.8,-8.33,116.45,10.0
587,4:19:28,3.6,39.12,74.05,7.0
587,13:25:32,5.9,-8.44,116.23,20.0
587,16:1:32,4.7,20.98,119.96,15.0
588,20:54:49,3.7,39.76,97.79,12.0
589,2:12:5,6.0,48.42,154.8,10.0
589,14:11:30,3.8,28.63,103.31,17.0
590,22:58:58,6.3,69.64,-145.53,10.0
591,1:44:24,5.0,24.19,102.71,7.0
591,1:49:23,3.5,24.18,102.72,9.0
591,9:31:42,3.6,19.9,113.05,10.0
592,3:50:36,5.0,24.19,102.71,6.0
592,11:29:51,6.1,-58.04,-25.19,30.0
593,21:28:11,4.4,27.43,104.0,10.0
594,5:56:53,6.6,51.49,-177.98,10.0
595,2:21:33,6.3,23.41,143.34,10.0
595,2:22:53,6.5,23.45,143.27,12.0
595,18:9:42,4.5,24.02,121.03,19.0
595,23:35:1,6.4,-7.45,119.85,540.0
596,1:36:37,3.8,27.42,103.96,7.0
596,7:22:21,6.0,8.7,-83.17,10.0
596,7:43:28,4.8,43.81,86.39,7.0
596,8:15:17,4.7,24.06,120.94,10.0
597,8:19:37,8.1,-18.08,-178.06,570.0
597,10:18:52,6.0,-18.31,-178.25,620.0
597,12:10:21,6.3,-8.41,116.57,20.0
597,12:28:57,6.8,-16.95,-178.05,430.0
597,14:36:54,5.8,-18.22,-178.21,530.0
597,16:18:19,4.4,33.27,88.76,8.0
597,22:56:24,6.9,-8.5,116.65,20.0
599,12:10:32,4.5,19.69,120.76,7.0
600,5:31:41,7.3,10.76,-62.98,110.0
600,6:32:27,6.6,-15.95,168.17,20.0
600,16:0:21,3.8,39.2,74.06,6.0
600,16:1:42,3.6,39.18,73.91,7.0
600,17:31:49,6.2,43.64,-127.55,10.0
600,21:27:48,5.6,10.6,-62.85,120.0
601,11:35:13,6.2,51.35,-177.8,20.0
602,17:4:5,7.1,-10.95,-70.75,600.0
603,11:18:35,4.1,45.01,80.89,22.0
604,0:49:58,6.0,52.24,-171.21,20.0
604,2:33:16,5.5,-8.6,116.99,20.0
604,6:13:26,6.1,34.62,46.22,10.0
606,15:8:10,6.3,-10.89,124.12,10.0
607,4:46:42,3.7,27.92,101.39,18.0
607,6:35:10,6.3,16.65,146.9,40.0
607,11:51:54,7.1,-21.95,170.1,20.0
607,22:1:17,4.0,34.01,83.92,8.0
608,5:33:42,5.2,8.65,-83.2,20.0
608,7:32:8,4.2,34.08,83.95,7.0
609,15:12:24,5.0,39.38,21.61,20.0
611,8:15:47,5.1,-8.27,116.48,20.0
613,5:51:44,4.7,39.51,77.0,7.0
613,5:52:56,5.5,39.51,76.98,8.0
613,8:25:24,3.8,39.51,77.03,7.0
613,10:51:24,4.6,39.48,76.89,17.0
614,2:44:8,3.6,39.47,76.99,18.0
614,11:15:21,3.8,39.55,77.01,22.0
615,2:8:2,6.9,42.65,142.0,40.0
615,5:11:28,5.2,42.78,142.2,30.0
615,23:49:14,7.8,-18.45,179.35,640.0
616,9:47:23,5.3,8.01,-77.54,20.0
616,10:12:6,6.3,-2.3,-78.86,100.0
616,10:39:16,5.6,-28.82,-69.91,90.0
616,13:10:14,5.6,-17.92,-177.86,590.0
616,14:23:39,5.5,28.2,59.4,10.0
617,10:31:29,5.9,23.28,101.53,11.0
617,10:34:25,4.1,23.27,101.57,11.0
617,10:35:58,4.7,23.28,101.6,15.0
617,15:16:49,6.1,7.25,126.5,20.0
618,1:45:39,3.8,46.88,83.1,17.0
618,6:24:49,4.2,40.87,83.51,16.0
618,7:49:46,3.7,37.4,95.18,10.0
619,3:31:37,6.5,-9.8,161.55,100.0
619,12:18:59,7.0,-31.95,-179.25,120.0
620,3:31:38,6.1,-22.03,170.14,10.0
621,7:45:9,3.6,36.4,76.31,17.0
621,12:50:47,5.4,26.36,90.18,20.0
621,19:6:34,5.3,32.75,105.69,11.0
623,23:50:13,5.7,-2.77,138.88,30.0
624,9:13:13,4.5,45.19,124.71,10.0
626,5:11:48,6.0,-25.35,178.35,570.0
627,19:57:52,5.9,-8.15,157.21,10.0
632,13:52:11,6.0,12.16,146.21,40.0
635,15:50:48,4.3,44.25,83.52,7.0
637,5:13:22,5.1,34.27,80.71,6.0
637,15:0:2,6.0,-0.2,120.0,10.0
637,18:2:44,7.4,-0.25,119.9,10.0
637,21:35:28,5.7,-0.01,119.8,15.0
639,18:52:22,6.7,-18.3,-178.12,550.0
640,13:43:34,5.3,-0.05,119.6,20.0
641,7:59:40,5.8,-10.47,120.25,10.0
641,8:16:43,5.9,-10.44,120.23,10.0
641,12:49:31,5.6,-10.53,120.15,10.0
641,18:28:11,3.9,34.14,84.01,7.0
643,12:16:21,5.6,-17.9,-178.4,580.0
645,23:35:18,4.2,35.52,89.36,7.0
646,4:4:48,3.7,36.84,84.98,6.0
646,5:46:22,4.1,33.64,89.07,7.0
646,8:11:49,5.9,20.05,-72.85,10.0
646,19:15:39,4.2,43.24,87.27,10.0
647,4:0:17,5.3,20.0,-72.85,10.0
647,22:47:55,4.3,39.53,74.74,10.0
648,6:55:16,4.1,40.86,83.5,18.0
648,15:45:9,6.2,49.33,156.45,30.0
649,17:43:11,4.6,24.9,122.11,10.0
650,2:44:56,6.0,-7.45,114.5,20.0
650,4:45:20,5.8,-5.8,151.4,20.0
650,4:48:18,7.1,-5.7,151.25,20.0
650,6:0:30,6.2,-4.9,151.75,80.0
650,7:15:58,6.6,49.15,156.4,10.0
650,14:53:51,3.6,36.66,80.13,7.0
650,15:6:30,4.5,31.03,110.47,7.0
650,17:10:2,4.1,31.03,110.47,7.0
652,19:10:23,6.6,52.85,153.55,470.0
653,13:16:3,4.2,39.26,72.72,10.0
655,8:28:13,6.5,-21.75,169.61,10.0
655,9:3:42,6.9,-21.65,169.61,10.0
655,10:10:12,5.4,44.19,82.53,10.0
655,19:5:47,3.8,32.86,90.28,8.0
656,13:16:42,4.1,33.54,89.32,7.0
656,13:29:18,4.5,25.89,102.21,11.0
657,4:8:48,3.6,39.49,95.3,9.0
657,15:52:0,4.8,33.48,89.18,18.0
658,21:25:48,5.1,38.32,74.11,160.0
659,11:53:17,3.7,38.93,89.46,10.0
659,18:47:42,4.5,41.87,82.27,22.0
660,9:22:42,3.7,43.1,90.77,13.0
660,9:40:37,5.9,-29.55,60.7,10.0
660,16:42:3,4.2,41.77,82.28,20.0
661,13:39:39,6.7,49.2,-129.5,10.0
661,14:16:27,6.8,49.35,-129.5,10.0
661,18:8:32,4.0,34.17,84.02,8.0
661,18:44:9,3.7,34.15,83.97,9.0
662,0:49:33,4.1,30.35,87.7,8.0
662,5:37:26,4.5,44.16,82.51,15.0
662,12:34:57,6.0,24.01,122.65,30.0
663,0:4:3,5.7,24.01,122.68,30.0
663,1:31:17,4.2,40.89,78.69,11.0
665,6:54:51,7.0,37.51,20.51,20.0
665,11:4:55,5.4,44.45,145.55,10.0
665,17:5:40,5.8,17.35,147.95,20.0
667,8:38:11,5.5,45.75,26.35,150.0
668,6:23:51,6.0,12.97,-90.37,20.0
668,14:54:21,6.5,-57.35,-66.4,10.0
668,22:19:11,3.6,31.93,93.46,7.0
669,10:22:18,4.7,39.45,75.12,10.0
670,9:8:42,3.9,35.53,87.71,6.0
670,9:49:28,4.5,30.32,87.67,6.0
670,16:29:55,5.1,27.7,102.08,19.0
671,7:9:1,4.8,30.33,87.74,5.0
672,3:30:19,6.1,-57.95,-25.31,10.0
672,6:19:49,5.9,-19.64,-69.27,90.0
672,15:53:55,5.2,33.69,135.19,50.0
672,19:1:15,6.0,47.77,146.77,430.0
673,6:35:13,4.5,34.05,84.01,10.0
674,5:36:19,5.1,40.24,77.63,22.0
674,15:55:28,5.9,7.86,123.95,600.0
674,16:10:28,3.7,43.65,86.05,18.0
674,22:20:45,4.1,33.33,89.38,9.0
675,3:26:4,6.0,44.57,145.82,20.0
676,2:35:53,5.1,-2.95,119.4,10.0
676,13:43:43,4.3,32.81,90.33,9.0
677,0:11:42,5.8,-22.01,-174.84,20.0
677,17:42:12,5.0,-2.91,119.39,10.0
678,1:27:48,3.7,44.14,82.51,18.0
678,5:5:11,4.8,22.8,122.55,30.0
679,9:49:39,6.8,71.6,-11.39,10.0
679,15:54:52,5.8,-42.74,-16.09,10.0
679,17:20:30,5.2,8.65,-83.27,10.0
680,6:27:2,3.6,34.4,83.52,6.0
680,16:2:15,5.6,-5.81,151.82,50.0
680,16:33:17,6.1,-20.26,-174.3,10.0
681,22:3:59,6.3,15.52,-50.03,10.0
683,19:17:34,3.8,43.18,87.28,9.0
685,1:10:49,4.2,34.0,83.89,7.0
685,2:47:18,4.1,43.94,94.34,8.0
685,5:21:52,6.0,55.55,162.05,60.0
685,7:1:20,5.4,-2.93,119.45,10.0
686,4:2:23,6.5,-56.75,-25.65,10.0
686,7:9:2,6.2,-56.11,-122.22,10.0
686,11:26:53,6.3,-10.44,163.19,11.0
686,15:1:23,4.3,35.52,89.61,9.0
689,4:25:45,6.9,-17.98,-178.8,530.0
689,14:19:0,4.4,23.96,122.48,16.0
689,22:40:16,4.0,24.32,121.9,23.0
690,0:31:33,3.8,24.54,121.87,11.0
690,19:55:55,3.9,32.71,90.08,10.0
691,3:9:49,5.1,30.4,130.05,120.0
691,5:44:49,4.3,33.96,84.03,6.0
691,14:53:34,3.7,40.38,78.72,13.0
691,21:2:46,3.7,41.71,81.57,7.0
692,2:21:42,5.7,59.98,-153.35,140.0
692,16:48:45,4.1,33.6,89.55,9.0
693,21:8:3,3.7,32.87,90.16,7.0
694,4:41:10,3.8,42.39,84.65,8.0
695,11:40:50,5.8,13.11,-81.24,30.0
695,14:14:28,5.6,-29.07,-177.29,30.0
695,20:23:34,4.9,44.68,81.5,22.0
696,0:37:34,6.3,34.46,45.78,20.0
696,4:56:36,5.4,13.06,-81.12,20.0
696,7:18:2,3.7,39.73,73.93,7.0
696,7:57:24,6.2,23.28,118.6,20.0
696,8:15:15,3.6,23.31,118.6,6.0
696,20:50:56,4.5,23.31,118.65,7.0
696,21:24:2,3.8,23.36,118.59,10.0
697,6:6:11,3.6,23.37,118.61,14.0
697,6:41:53,3.5,23.49,99.46,8.0
697,18:29:34,4.3,23.33,118.63,8.0
698,3:34:47,5.4,15.51,-49.76,20.0
698,10:23:25,5.5,41.3,143.3,10.0
698,18:17:8,5.5,27.15,96.84,10.0
700,4:21:45,5.7,0.2,97.05,10.0
700,15:57:37,4.0,45.24,124.69,9.0
701,1:13:59,3.6,39.39,77.55,16.0
701,1:29:27,7.2,61.35,-150.06,40.0
701,21:27:20,6.3,-7.5,128.73,140.0
701,23:7:27,4.1,28.12,92.62,5.0
705,12:14:36,6.1,-21.85,169.47,10.0
705,13:52:37,4.1,40.4,77.45,17.0
705,14:43:6,6.6,-21.95,169.78,10.0
705,20:22:51,3.7,23.36,118.62,15.0
707,7:27:1,5.9,-22.25,169.7,20.0
708,6:39:26,4.5,43.82,86.38,10.0
709,23:15:41,4.8,24.02,121.57,21.0
711,10:26:32,7.0,-58.35,-26.37,150.0
712,21:24:24,4.6,23.93,121.6,18.0
713,13:47:32,4.0,38.94,74.74,8.0
713,23:32:50,4.9,29.62,98.81,8.0
713,23:39:42,4.4,29.61,98.82,10.0
714,1:15:5,3.6,29.59,98.81,7.0
714,13:2:7,4.0,38.47,104.24,20.0
716,5:21:5,5.2,23.71,121.8,26.0
716,12:46:7,5.7,28.24,104.95,12.0
716,17:42:37,6.0,-3.85,140.29,80.0
716,22:26:20,5.8,-23.39,112.45,10.0
717,19:14:22,5.2,-5.02,152.32,60.0
718,4:58:24,3.5,23.36,118.61,12.0
719,1:21:22,4.1,35.25,81.08,6.0
719,9:37:39,6.1,-36.04,-101.15,10.0
720,5:37:42,5.8,-6.05,149.83,10.0
720,19:8:8,5.2,39.08,74.75,10.0
720,19:49:43,4.3,39.04,74.73,8.0
721,1:1:57,7.4,54.95,164.79,20.0
721,14:33:54,5.9,-5.65,151.95,20.0
721,16:30:15,5.7,-5.4,151.91,20.0
722,2:19:36,5.4,55.31,164.44,10.0
722,13:37:34,5.5,-20.55,32.48,10.0
722,21:29:48,5.5,55.2,164.6,10.0
722,22:25:0,5.9,-13.37,166.75,50.0
724,3:32:21,5.8,30.32,87.64,8.0
724,3:49:38,3.9,30.3,87.75,8.0
724,7:8:41,6.4,-20.26,-175.11,110.0
724,8:18:2,5.8,34.04,141.75,20.0
724,11:12:50,3.8,41.33,83.71,11.0
724,20:41:19,6.1,55.39,164.46,10.0
725,8:10:29,5.6,33.96,141.9,10.0
725,17:46:10,5.2,29.02,142.65,10.0
726,5:54:34,4.5,45.65,93.03,8.0
726,22:11:20,5.7,-17.25,-174.01,100.0
727,11:41:38,3.8,43.13,81.71,13.0
727,15:30:7,3.6,22.55,102.11,7.0
728,11:3:30,5.7,-1.5,134.15,50.0
728,13:50:45,3.8,43.74,87.43,10.0
728,16:21:8,3.8,28.15,104.65,7.0
729,11:39:8,6.9,5.85,126.89,50.0
730,16:39:10,5.9,-2.71,102.35,140.0
730,22:26:36,5.0,38.17,133.86,380.0
731,10:35:35,6.1,54.4,-161.55,20.0
733,11:12:53,5.0,42.49,104.49,15.0
734,8:48:6,5.3,28.2,104.86,15.0
735,2:2:49,4.4,22.9,121.04,10.0
735,14:22:38,5.4,-6.51,130.62,9.0
737,2:47:10,5.9,51.35,-178.22,20.0
737,3:25:36,6.7,-8.11,-71.58,570.0
737,6:54:13,5.6,25.81,144.55,10.0
737,21:42:4,5.6,34.12,45.6,30.0
737,22:46:32,3.6,23.09,100.94,7.0
738,0:22:30,4.8,39.92,77.66,10.0
738,1:27:19,6.6,2.25,126.69,40.0
738,11:11:58,5.2,7.9,121.9,20.0
738,22:11:50,5.2,2.6,126.9,30.0
739,1:15:36,3.5,26.09,100.23,5.0
739,8:49:24,3.6,28.49,99.38,21.0
739,20:16:45,4.7,23.2,121.64,30.0
739,20:39:29,6.2,30.64,131.16,20.0
741,20:0:53,4.2,21.26,101.71,10.0
742,1:0:42,5.8,-27.03,-175.48,20.0
742,13:58:11,5.4,-21.36,-174.1,10.0
742,17:49:50,3.8,31.77,102.27,18.0
743,12:32:2,5.1,39.57,75.59,10.0
745,18:54:46,4.9,21.18,101.8,6.0
745,21:49:40,3.8,40.4,77.12,6.0
746,6:55:30,3.9,33.53,87.67,8.0
747,2:6:34,6.6,-13.33,166.7,30.0
747,4:3:23,5.7,6.04,126.83,70.0
747,18:49:26,5.3,3.45,128.8,10.0
748,10:53:6,5.4,7.35,94.31,90.0
748,21:32:36,4.3,41.75,81.52,6.0
749,5:25:48,3.8,35.03,81.79,13.0
749,21:18:29,5.8,-19.13,168.78,40.0
749,21:56:10,3.7,41.77,81.53,5.0
750,0:40:42,5.7,8.3,-103.53,10.0
750,2:11:20,4.5,44.85,93.07,7.0
750,5:26:58,5.5,-3.21,-76.67,100.0
751,9:32:49,6.6,-30.05,-71.34,50.0
751,10:52:1,4.4,29.92,94.93,10.0
751,22:28:33,5.0,30.09,87.77,10.0
751,23:6:40,4.6,30.2,87.64,10.0
753,7:59:23,6.1,-10.45,119.05,30.0
753,11:19:25,4.5,22.24,121.42,16.0
753,13:10:2,6.5,-10.4,119.17,30.0
754,3:1:44,6.7,-43.03,42.26,10.0
754,19:38:59,5.7,-10.3,118.93,10.0
755,16:34:54,5.0,19.5,120.71,10.0
755,22:30:56,5.0,36.05,28.1,40.0
757,10:7:23,5.7,-10.84,165.85,50.0
757,11:51:38,6.2,-7.08,156.23,370.0
757,16:12:49,6.0,-5.56,133.91,20.0
757,16:23:5,5.4,40.47,141.97,50.0
757,20:32:26,5.5,3.11,-75.69,20.0
758,3:56:44,6.3,-21.12,-178.9,590.0
758,18:16:27,5.5,-20.13,-177.75,550.0
760,0:0:16,5.4,-17.94,-179.26,610.0
760,5:7:12,5.4,3.05,-75.73,20.0
760,9:22:23,3.9,44.66,115.63,13.0
760,11:42:22,5.3,34.91,141.05,20.0
761,13:21:34,5.2,23.77,122.43,20.0
761,23:14:54,4.3,22.02,120.37,8.0
762,13:50:19,5.1,-19.51,169.63,190.0
762,22:34:0,5.4,-24.3,-179.75,520.0
763,12:12:29,3.8,31.37,98.47,7.0
764,0:14:14,6.5,14.88,-92.18,100.0
764,5:26:6,4.1,27.11,100.93,15.0
764,5:54:41,5.2,46.73,83.34,16.0
764,7:48:15,5.3,-23.67,-176.65,100.0
764,17:27:34,6.1,-2.88,100.09,10.0
764,18:59:27,5.9,-2.91,100.12,10.0
764,19:1:39,5.9,-2.88,100.15,10.0
764,20:4:34,5.7,36.44,70.86,230.0
765,15:36:49,5.3,-3.27,130.75,20.0
767,1:45:46,5.5,-2.43,-79.89,50.0
767,3:29:53,5.8,-0.42,98.27,10.0
767,10:26:10,5.1,39.11,20.52,10.0
768,0:47:5,5.4,35.01,74.28,12.0
768,3:31:36,5.1,41.02,48.63,10.0
768,15:51:35,3.6,29.2,87.45,7.0
768,18:25:20,5.4,15.85,120.55,130.0
768,21:30:25,3.8,29.24,87.41,9.0
769,0:30:12,3.7,41.29,83.88,8.0
769,9:41:33,5.2,-8.44,160.96,40.0
769,12:15:28,5.3,1.51,126.44,10.0
769,13:35:49,4.0,29.22,87.44,6.0
769,18:3:6,5.0,2.33,128.84,20.0
770,0:52:5,4.6,23.28,120.61,24.0
770,11:11:4,5.3,-32.91,57.16,10.0
770,18:0:45,3.6,29.04,102.38,21.0
770,19:55:7,5.9,9.79,126.5,10.0
771,1:18:43,3.5,32.57,95.93,8.0
772,11:22:3,5.2,27.39,96.34,10.0
772,18:54:48,5.3,27.05,55.65,10.0
772,22:33:33,5.2,9.85,126.55,20.0
775,18:53:52,5.2,-24.04,-175.45,20.0
776,22:33:17,5.5,-12.15,-74.28,20.0
777,22:8:6,4.1,23.81,121.81,32.0
777,23:31:36,3.6,35.88,92.52,10.0
778,18:1:30,5.0,25.2,125.05,10.0
778,20:22:55,3.6,35.02,86.2,8.0
779,22:35:56,6.4,-3.36,152.12,370.0
781,3:30:19,5.4,-9.56,112.96,10.0
782,1:33:54,3.8,38.37,75.2,110.0
782,8:10:41,5.2,0.72,126.25,50.0
782,11:40:12,4.5,38.45,97.37,7.0
783,2:23:30,5.2,39.65,26.45,10.0
783,14:34:39,5.7,-20.88,-178.71,610.0
783,20:22:40,5.5,42.87,142.02,40.0
784,6:17:31,5.1,-15.36,-73.13,60.0
784,18:17:21,7.5,-2.15,-76.91,140.0
785,3:36:33,3.6,29.1,97.09,9.0
786,5:38:10,4.7,29.47,104.49,5.0
787,8:40:26,4.3,29.46,104.5,5.0
787,13:15:59,4.9,29.48,104.49,5.0
791,9:2:12,5.6,-53.41,159.5,10.0
791,16:50:40,7.0,-14.58,-70.05,260.0
792,10:17:25,5.3,-6.96,155.82,40.0
792,11:22:51,5.8,41.96,146.93,10.0
793,3:46:19,5.5,18.62,120.4,10.0
793,4:34:26,3.8,21.27,121.45,20.0
794,10:47:14,3.5,34.24,83.25,7.0
794,18:6:1,5.8,-5.25,146.21,30.0
795,6:28:9,3.9,42.22,86.93,6.0
795,12:49:23,3.6,20.68,110.03,13.0
796,8:13:1,5.7,8.55,127.05,20.0
796,23:46:11,6.3,-32.01,-177.79,10.0
797,2:47:25,5.6,-4.18,142.91,130.0
797,4:19:59,5.7,-32.21,-177.78,10.0
797,11:49:1,4.2,20.93,120.22,24.0
797,23:34:26,5.7,-29.45,-72.78,40.0
798,3:37:19,4.4,23.94,99.31,11.0
798,10:32:14,5.3,22.46,121.34,11.0
798,23:6:12,6.0,10.51,126.09,30.0
800,16:12:25,6.1,-17.8,-178.5,570.0
800,20:34:35,4.2,35.37,91.99,10.0
800,20:48:1,6.1,-10.14,152.05,10.0
801,1:10:52,5.8,36.74,142.44,10.0
801,2:5:1,5.6,58.48,-31.86,10.0
801,17:33:48,5.6,25.45,141.55,30.0
802,0:25:51,5.7,-6.05,149.05,50.0
802,0:34:28,5.3,1.1,98.75,80.0
803,4:19:17,3.8,25.02,121.7,141.0
803,12:32:34,4.6,23.65,121.64,24.0
804,5:7:22,4.3,23.04,121.42,15.0
804,13:32:42,4.3,34.97,101.83,10.0
805,2:14:24,4.2,38.78,91.1,7.0
805,13:3:49,6.2,-17.85,-65.92,350.0
805,18:40:51,4.0,38.72,91.12,11.0
806,7:7:57,5.6,6.25,125.35,70.0
806,17:58:23,5.2,13.88,120.9,110.0
807,4:25:47,4.0,41.19,83.71,10.0
807,15:7:27,5.5,-8.47,116.54,20.0
809,12:1:34,3.6,24.8,121.89,77.0
810,14:34:30,5.7,37.5,29.39,20.0
810,23:23:58,6.2,-15.57,167.6,130.0
813,21:53:25,3.8,33.34,96.24,9.0
814,3:21:11,6.0,4.6,-76.1,100.0
814,9:32:2,5.4,-1.8,120.6,20.0
814,12:37:31,6.1,1.7,126.45,30.0
816,20:1:49,5.5,12.55,-89.23,30.0
817,5:27:20,5.1,66.31,-157.11,10.0
817,5:54:6,5.5,-21.35,-173.42,10.0
817,8:11:28,5.2,32.13,132.05,50.0
817,14:38:4,5.3,32.21,132.3,30.0
818,5:36:31,5.0,38.28,90.89,9.0
818,6:57:9,3.8,38.31,90.84,9.0
818,7:0:20,4.2,38.32,90.92,9.0
818,23:5:32,5.4,-24.57,-70.07,50.0
819,6:6:49,6.1,50.52,159.93,10.0
819,7:11:1,3.6,28.66,87.1,5.0
820,14:27:23,5.9,-9.67,66.47,10.0
820,19:20:43,6.1,-5.65,151.05,60.0
821,15:4:3,6.1,-2.0,-80.92,20.0
821,23:27:56,5.4,-9.75,-79.23,20.0
822,10:16:52,5.3,10.67,125.94,50.0
822,10:54:36,4.3,24.95,122.22,100.0
823,2:39:7,5.5,-18.1,65.35,10.0
823,7:5:51,3.6,33.34,96.16,10.0
824,5:35:33,6.4,52.25,178.0,20.0
824,9:52:56,5.7,22.95,120.87,12.0
825,9:56:55,5.1,22.99,120.85,10.0
826,17:56:52,6.0,30.45,138.7,390.0
827,0:14:18,6.3,-55.95,-27.85,60.0
827,12:2:34,3.9,39.0,74.49,6.0
828,5:55:0,6.1,-6.9,125.07,540.0
829,12:12:40,5.2,26.3,129.5,20.0
829,14:58:10,4.4,22.05,121.49,11.0
830,23:13:22,5.0,23.96,121.61,10.0
831,1:53:59,6.4,-58.6,-25.33,30.0
831,4:24:13,4.3,23.93,121.65,10.0
831,6:57:52,4.0,24.21,121.94,23.0
832,16:18:23,6.0,40.35,143.4,10.0
833,17:27:49,3.7,30.33,87.66,8.0
833,19:40:49,6.8,-1.91,122.62,10.0
833,20:23:4,5.7,-15.41,-172.73,10.0
833,22:51:32,5.8,-6.43,148.57,20.0
835,19:20:54,4.3,44.32,81.11,16.0
836,2:31:6,4.3,32.26,89.39,9.0
837,17:47:2,3.5,23.36,118.63,13.0
838,6:5:26,3.8,37.44,78.11,10.0
839,13:1:5,6.7,24.02,121.65,24.0
839,22:46:0,6.2,-51.1,139.45,10.0
842,17:10:20,3.6,36.34,114.43,11.0
843,17:11:12,6.0,15.0,120.35,20.0
843,22:49:6,5.9,-56.22,-27.4,100.0
844,1:45:19,5.4,40.75,143.7,10.0
844,4:15:24,5.4,16.37,-98.4,20.0
844,13:37:53,6.6,11.9,125.2,90.0
844,22:20:16,5.9,-24.76,-178.75,380.0
845,4:15:48,6.3,28.4,94.61,10.0
845,19:56:42,4.2,34.89,82.47,8.0
847,5:57:47,5.1,-1.95,122.52,20.0
847,13:27:3,5.3,9.82,126.52,50.0
847,14:22:32,5.4,-25.85,-71.1,20.0
847,15:20:38,3.8,40.04,106.87,10.0
849,1:24:45,5.3,42.55,142.9,110.0
849,4:27:37,4.8,39.19,97.45,10.0
850,8:23:21,4.2,39.32,73.67,82.0
850,21:36:3,3.6,33.56,81.5,6.0
850,22:19:51,6.2,10.82,57.26,10.0
853,15:57:58,4.5,30.43,103.01,14.0
854,15:25:29,6.1,-6.89,160.11,20.0
855,9:5:8,5.5,12.5,120.9,10.0
855,19:4:1,5.2,26.13,95.71,100.0
856,5:2:13,5.7,1.97,123.7,350.0
856,16:42:48,5.3,-6.25,145.9,130.0
857,10:48:39,5.2,18.65,121.1,20.0
857,22:13:45,5.4,-6.23,154.78,40.0
858,5:19:35,7.1,-6.96,146.49,130.0
859,4:39:51,3.6,37.37,95.25,9.0
859,21:47:17,5.7,-15.76,-75.15,10.0
859,23:48:48,4.4,24.75,122.55,90.0
861,3:15:53,4.0,45.11,80.44,7.0
861,6:43:24,5.7,31.81,131.89,20.0
861,7:48:41,6.3,31.83,132.01,20.0
861,16:44:54,5.7,-19.7,169.1,110.0
862,18:28:59,5.0,35.05,45.85,10.0
862,22:18:14,3.6,22.96,100.86,8.0
863,5:55:27,4.0,39.96,100.58,14.0
863,16:59:54,4.9,19.5,120.79,18.0
864,3:24:51,5.9,8.65,-82.77,20.0
864,11:55:26,3.6,36.96,78.32,23.0
864,16:55:20,3.9,24.73,121.93,61.0
865,17:48:32,3.9,47.44,86.71,15.0
